4.196834595457478168e-01,9.076705315166471166e-01,3.734806158043844637e-01,-9.276379841394906123e-01,-9.738883815311365488e-01,2.270273558817603732e-01
6.123148975984633174e-02,-9.981235918771732551e-01,4.142359335739630999e-01,9.101695398858979935e-01,-7.188583940241578540e-01,6.951565358543415618e-01
5.694957467805692453e-01,8.219942788115023324e-01,4.454306135545909040e-01,8.953164627707795864e-01,9.150246586254588699e-02,-9.958048497276329458e-01
1.162015941796713664e-01,-9.932256488382199544e-01,4.531310863116920773e-01,8.914438953843286662e-01,3.994137086783531437e-02,-9.992020250646002077e-01
5.464717117374003896e-01,-8.374775628461909038e-01,3.970609774935270342e-01,-9.177922314728343967e-01,-9.390139554676975031e-01,3.438790360532450463e-01
5.455101231201616718e-01,-8.381042331198584883e-01,-3.251706264868671481e-02,9.994711804933154031e-01,1.189685056015762354e-01,-9.928980283367108139e-01
-9.975686179256447739e-01,6.969112231783110289e-02,4.508744904509663365e-01,8.925873592319025773e-01,4.138937535429788590e-04,-9.999999143459766815e-01
4.868850478021738981e-01,-8.734660555663710246e-01,-9.929924986459676139e-01,1.181773989933692370e-01,-8.893965152251790407e-01,4.571365646120509885e-01
4.487354001986622598e-01,-8.936646689942187027e-01,-9.867618382971838908e-01,1.621760601333081531e-01,1.416999304060427844e-01,-9.899096573541055211e-01
4.575583602461691379e-01,8.891795920784714147e-01,-9.930312094072881735e-01,-1.178516743330297184e-01,-9.016656141531456115e-01,4.324339490070485681e-01
-9.963046897246616851e-01,-8.588926145127612211e-02,4.399355436009221854e-01,-8.980293522355274893e-01,-9.618252126653326073e-01,2.736645031444299714e-01
5.343327649615913222e-01,8.452742136658971672e-01,5.329788435808984204e-01,8.461285672373721756e-01,-7.313447696986605795e-01,6.820079382488249964e-01
2.762086108259889997e-02,9.996184712344283740e-01,5.112196617667514875e-01,-8.594500901291990402e-01,4.942652107555889907e-01,-8.693111649097423621e-01
5.275777914142454339e-01,-8.495067239324636255e-01,5.392841040960377752e-01,-8.421238953202396793e-01,4.580772262839992170e-01,-8.889123999359879180e-01
5.721859954685882821e-01,8.201238849037507661e-01,5.438092400677669858e-01,8.392088598298506064e-01,7.141872474664465176e-02,-9.974464224987540373e-01
-9.999918049606322246e-01,-4.048457925788774732e-03,4.424720325395021248e-01,8.967823038064264285e-01,6.005958838147825059e-03,-9.999819640665698062e-01
4.321492038488720239e-02,9.990657989622744317e-01,4.847445566687025309e-01,-8.746557693058812921e-01,-9.649465494112425823e-01,2.624464836482597319e-01
-9.974332762691610066e-01,-7.160209068852377290e-02,-9.998499827389292216e-01,-1.732085497205394786e-02,-8.930193833198791786e-01,4.500182007596832956e-01
-9.968183632341488520e-01,7.970665417135819331e-02,-9.988513993367648114e-01,4.791536332938291926e-02,1.604876135605363408e-01,-9.870378543367239743e-01
-9.999756680497775552e-01,6.975909145128138429e-03,4.106365057518088779e-01,-9.117991336604486241e-01,-9.554484659078917863e-01,2.951579729471255353e-01
2.987983211719373866e-01,-9.543162805196355736e-01,-9.999955754985535572e-01,-2.974724074040237688e-03,-8.769928962026886099e-01,4.805033402693682509e-01
